Year,Month,Day,Hour[1-24],Minute,Source flags,Dry Bulb Temperature,Dew_Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover,Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity,Hour,Datetime
2009,2,20,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.6,24.2,87,101312,1275,1398,399,625,500,229,69367,26103,34853,6204,225,0.6,9,9,7333.0,510,9,999999999,107,0.152,0,88,0.1,0.1,0.0,10,2009-02-20 10:00:00
2009,2,20,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.2,24.1,83,101259,1351,1398,415,712,494,265,75119,23480,37085,7229,201,0.6,8,8,7333.0,740,9,999999999,106,0.152,0,88,0.1,0.0,0.0,11,2009-02-20 11:00:00
2009,2,20,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.8,24.1,80,101206,1343,1398,409,776,526,271,84496,36876,34257,5748,174,1.1,7,7,7333.0,958,9,999999999,106,0.152,0,88,0.1,0.0,0.0,12,2009-02-20 12:00:00
2009,2,20,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.4,24.1,77,101152,1251,1398,413,840,674,199,93356,60348,27470,3996,153,2.0,7,7,7333.0,1012,9,999999999,106,0.152,0,88,0.1,0.0,0.0,13,2009-02-20 13:00:00
2009,2,20,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,29.0,24.0,75,101099,1081,1398,403,843,776,153,88675,75225,21918,4233,147,2.7,7,7,7333.0,1110,9,999999999,105,0.152,0,88,0.1,0.0,0.0,14,2009-02-20 14:00:00
2009,2,20,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,29.6,24.0,72,101046,845,1398,404,707,739,141,71300,77998,17064,4997,139,3.1,5,5,7333.0,77777,9,999999999,104,0.152,0,88,0.1,0.0,0.0,15,2009-02-20 15:00:00
2009,2,20,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,28.5,23.8,76,101046,560,1398,401,533,707,109,49556,72380,12342,6220,123,3.7,7,7,7333.0,77777,9,999999999,103,0.152,0,88,0.1,0.0,0.0,16,2009-02-20 16:00:00
2009,2,20,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,28.0,23.6,77,101046,244,1398,399,326,610,78,26195,56167,7888,6529,109,4.0,7,7,7333.0,685,9,999999999,100,0.152,0,88,0.1,0.0,0.0,17,2009-02-20 17:00:00
2009,2,20,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.9,23.9,84,101046,0,1048,396,124,0,40,8271,30442,3378,3630,100,3.8,8,8,7333.0,534,9,999999999,104,0.152,0,88,0.1,0.0,0.0,18,2009-02-20 18:00:00
2009,2,20,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.3,24.1,88,101046,0,0,398,16,0,9,984,7798,638,650,93,3.3,9,9,7333.0,602,9,999999999,106,0.152,0,88,0.1,0.0,0.0,19,2009-02-20 19:00:00
2009,2,20,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.7,23.8,89,101046,0,0,390,0,0,0,0,0,0,0,84,3.0,9,9,7333.0,595,9,999999999,103,0.152,0,88,0.1,0.0,0.0,20,2009-02-20 20:00:00
2009,2,20,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,23.7,90,101046,0,0,387,0,0,0,0,0,0,0,76,2.7,9,9,7333.0,629,9,999999999,102,0.152,0,88,0.1,0.0,0.0,21,2009-02-20 21:00:00
2009,2,20,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.5,23.5,89,101046,0,0,387,0,0,0,0,0,0,0,71,2.2,9,9,7333.0,735,9,999999999,100,0.152,0,88,0.1,0.0,0.0,22,2009-02-20 22:00:00
2009,2,20,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,23.7,90,101046,0,0,396,0,0,0,0,0,0,0,63,1.6,9,9,7333.0,289,9,999999999,102,0.152,0,88,0.1,0.0,0.0,23,2009-02-20 23:00:00
2009,2,21,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,23.8,94,101046,0,0,392,0,0,0,0,0,0,0,46,0.8,10,10,7333.0,174,9,999999999,103,0.151,0,88,0.1,0.0,0.0,0,2009-02-21 00:00:00
2009,2,21,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.2,24.2,94,101046,0,0,389,0,0,0,0,0,0,0,331,0.4,10,10,7333.0,158,9,999999999,107,0.151,0,88,0.1,0.0,0.0,1,2009-02-21 01:00:00
2009,2,21,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.8,23.9,95,101046,0,0,400,0,0,0,0,0,0,0,302,0.9,10,10,7333.0,78,9,999999999,104,0.151,0,88,0.1,0.0,0.0,2,2009-02-21 02:00:00
2009,2,21,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.3,23.6,96,101046,0,0,405,0,0,0,0,0,0,0,298,1.0,10,10,7333.0,58,9,999999999,101,0.151,0,88,0.1,0.0,0.0,3,2009-02-21 03:00:00
2009,2,21,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.2,23.5,96,101046,0,0,397,0,0,0,0,0,0,0,301,1.1,10,10,7333.0,35,9,999999999,100,0.151,0,88,0.1,0.0,0.0,4,2009-02-21 04:00:00
2009,2,21,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.1,23.4,96,101046,0,0,394,0,0,0,0,0,0,0,313,1.1,10,10,7333.0,30,9,999999999,100,0.151,0,88,0.1,0.0,0.0,5,2009-02-21 05:00:00
2009,2,21,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.0,23.5,97,101046,304,1308,398,0,0,0,0,0,0,0,324,1.3,10,10,7333.0,33,9,999999999,100,0.151,0,88,0.1,0.0,0.0,6,2009-02-21 06:00:00
2009,2,21,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.2,23.4,90,101046,616,1398,398,149,316,62,30096,45975,12477,3520,329,1.7,9,9,7333.0,33,9,999999999,99,0.151,0,88,0.1,0.0,0.0,7,2009-02-21 07:00:00
2009,2,21,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,23.4,85,101046,894,1398,395,354,543,110,53254,60373,18375,3345,324,1.6,8,8,7333.0,527,9,999999999,99,0.151,0,88,0.1,0.0,0.0,8,2009-02-21 08:00:00
2009,2,21,10,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,27.0,24.5,86,101026,1118,1398,401,566,680,128,75273,66106,20397,2703,328,1.1,3,3,7333.0,77777,9,999999999,110,0.151,0,88,0.1,0.0,0.0,9,2009-02-21 09:00:00
2009,2,21,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.7,24.7,83,100991,1273,1398,402,763,802,124,91039,64927,19708,2137,9,0.5,8,8,7333.0,4136,9,999999999,112,0.151,0,88,0.1,0.0,0.0,10,2009-02-21 10:00:00
2009,2,21,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.5,24.8,81,100956,1349,1398,406,903,858,129,100124,61904,20055,1973,98,0.7,8,8,7333.0,4164,9,999999999,114,0.151,0,88,0.1,0.0,0.0,11,2009-02-21 11:00:00
2009,2,21,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,29.2,25.0,78,100921,1340,1398,412,960,862,135,101289,65306,21578,2358,119,1.7,7,7,7333.0,2132,9,999999999,115,0.151,0,88,0.1,0.0,0.0,12,2009-02-21 12:00:00
2009,2,21,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,29.9,25.2,76,100886,1248,1398,417,884,778,142,91422,63743,23525,3249,124,2.2,7,7,7333.0,1338,9,999999999,117,0.151,0,88,0.1,0.2,0.0,13,2009-02-21 13:00:00
2009,2,21,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,30.7,25.3,73,100851,1078,1398,421,730,650,152,76874,56573,24794,4708,129,2.2,6,6,7333.0,1075,9,999999999,119,0.151,0,88,0.1,0.2,0.0,14,2009-02-21 14:00:00
2009,2,21,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,31.4,25.5,71,100816,842,1398,418,592,568,156,63458,58692,21494,6499,120,2.8,6,6,7333.0,9000,0,99999999,121,0.151,0,88,0.1,0.2,0.0,15,2009-02-21 15:00:00
2009,2,21,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,30.2,25.0,74,100846,556,1398,413,480,599,130,46887,64099,14282,7417,103,2.6,6,6,7333.0,3481,9,999999999,115,0.151,0,88,0.1,0.1,0.0,16,2009-02-21 16:00:00
2009,2,21,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,29.0,24.4,76,100876,239,1398,410,317,578,81,25113,45704,7899,6501,104,2.8,7,7,7333.0,3582,9,999999999,109,0.151,0,88,0.1,0.0,0.0,17,2009-02-21 17:00:00
2009,2,21,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.8,23.9,79,100906,0,1029,416,115,0,37,7543,13625,2898,2899,109,2.1,7,7,7333.0,3698,9,999999999,103,0.151,0,88,0.1,0.0,0.0,18,2009-02-21 18:00:00
2009,2,21,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.5,23.3,82,100935,0,0,414,15,0,7,788,0,345,124,110,2.4,8,8,7333.0,1635,9,999999999,98,0.151,0,88,0.1,0.1,0.0,19,2009-02-21 19:00:00
2009,2,21,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.3,22.8,86,100965,0,0,415,0,0,0,0,0,0,0,122,2.4,8,8,7333.0,1481,9,999999999,93,0.151,0,88,0.1,0.0,0.0,20,2009-02-21 20:00:00
2009,2,21,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,24.1,22.2,89,100995,0,0,418,0,0,0,0,0,0,0,129,2.4,3,3,7333.0,1929,9,999999999,88,0.151,0,88,0.1,0.3,0.0,21,2009-02-21 21:00:00
2009,2,21,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.9,21.6,93,101025,0,0,424,0,0,0,0,0,0,0,147,0.8,10,10,7333.0,1080,9,999999999,84,0.151,0,88,0.1,0.6,0.0,22,2009-02-21 22:00:00
2009,2,21,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.0,23.5,86,101025,0,0,420,0,0,0,0,0,0,0,215,0.2,8,8,7333.0,567,9,999999999,100,0.151,0,88,0.1,0.8,0.0,23,2009-02-21 23:00:00
2009,2,22,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.7,23.9,90,101025,0,0,418,0,0,0,0,0,0,0,21,0.8,9,9,7333.0,336,9,999999999,104,0.151,0,88,0.1,0.3,0.0,0,2009-02-22 00:00:00
2009,2,22,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,23.9,91,101025,0,0,411,0,0,0,0,0,0,0,4,1.2,9,9,7333.0,438,9,999999999,104,0.151,0,88,0.1,0.1,0.0,1,2009-02-22 01:00:00
2009,2,22,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.9,23.5,92,101025,0,0,411,0,0,0,0,0,0,0,349,1.3,9,9,7333.0,333,9,999999999,101,0.151,0,88,0.1,0.0,0.0,2,2009-02-22 02:00:00
2009,2,22,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.0,23.8,93,101025,0,0,412,0,0,0,0,0,0,0,330,1.4,10,10,7333.0,129,9,999999999,103,0.151,0,88,0.1,0.0,0.0,3,2009-02-22 03:00:00
2009,2,22,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.8,23.8,94,101025,0,0,404,0,0,0,0,0,0,0,321,1.5,10,10,7333.0,198,9,999999999,103,0.151,0,88,0.1,0.0,0.0,4,2009-02-22 04:00:00
2009,2,22,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.5,23.7,95,101025,0,0,405,0,0,0,0,0,0,0,314,1.4,10,10,7333.0,210,9,999999999,102,0.151,0,88,0.1,0.0,0.0,5,2009-02-22 05:00:00
2009,2,22,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,24.4,23.8,96,101025,301,1294,405,0,0,0,0,0,0,0,306,1.5,10,10,7333.0,233,9,999999999,103,0.151,0,88,0.1,0.0,0.0,6,2009-02-22 06:00:00
2009,2,22,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,23.3,88,101025,614,1397,404,135,306,62,27474,37548,14729,3808,298,1.7,9,9,7333.0,695,9,999999999,98,0.151,0,88,0.1,0.0,0.0,7,2009-02-22 07:00:00
2009,2,22,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.4,24.0,87,101025,891,1397,410,322,438,125,47212,40952,24161,4135,295,1.3,9,9,7333.0,681,9,999999999,105,0.151,0,88,0.1,0.0,0.0,8,2009-02-22 08:00:00
2009,2,22,10,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9?9?9*9*9?9*9,24.4,23.4,94,101225,1115,1397,408,496,505,176,61440,39080,29099,4097,276,0.8,10,10,4000.0,420,9,999999999,99,0.151,0,88,0.1,0.0,0.0,9,2009-02-22 09:00:00
2009,2,22,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,25.1,23.5,91,101207,1270,1397,415,621,532,198,71255,33372,29423,4509,213,0.6,9,9,6666.0,1528,9,999999999,101,0.151,0,88,0.1,0.0,0.0,10,2009-02-22 10:00:00
2009,2,22,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9?9?9*9*9?9*9,25.8,23.7,88,101189,1346,1397,425,739,593,203,78203,28245,31321,5474,168,0.8,9,9,9333.0,1205,9,999999999,102,0.151,0,88,0.1,0.0,0.0,11,2009-02-22 11:00:00
2009,2,22,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.5,23.9,85,101170,1337,1397,420,780,561,244,80082,30601,35405,6104,143,1.4,8,8,9333.0,860,9,999999999,104,0.151,0,88,0.1,0.0,0.0,12,2009-02-22 12:00:00
2009,2,22,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.3,24.0,82,101152,1245,1397,430,747,518,255,81348,40054,34101,5535,142,2.0,8,8,9333.0,825,9,999999999,105,0.151,0,88,0.1,0.2,0.0,13,2009-02-22 13:00:00
2009,2,22,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.0,24.1,80,101134,1074,1397,422,727,602,198,77768,52667,27706,5184,139,2.9,7,7,9333.0,731,9,999999999,106,0.151,0,88,0.1,0.0,0.0,14,2009-02-22 14:00:00
2009,2,22,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,28.7,24.3,77,101116,838,1397,423,622,615,151,63388,59726,19888,6015,134,4.2,9,9,9333.0,3600,9,999999999,108,0.151,0,88,0.1,0.0,0.0,15,2009-02-22 15:00:00
2009,2,22,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.2,24.3,79,101112,552,1397,416,451,566,114,43618,59786,13110,6933,124,4.1,7,7,9333.0,1445,9,999999999,108,0.151,0,88,0.1,0.0,0.0,16,2009-02-22 16:00:00
2009,2,22,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.7,24.3,82,101109,235,1397,412,286,527,78,23371,43013,7775,6440,112,3.9,8,8,9333.0,1241,9,999999999,108,0.151,0,88,0.1,0.0,0.0,17,2009-02-22 17:00:00
2009,2,22,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.2,24.4,84,101105,0,1010,414,114,0,38,7518,13764,2932,2936,104,3.8,8,8,9333.0,1197,9,999999999,109,0.151,0,88,0.1,0.0,0.0,18,2009-02-22 18:00:00
2009,2,22,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.8,24.4,87,101102,0,0,411,14,0,7,735,0,345,124,94,3.1,9,9,9333.0,1132,9,999999999,109,0.151,0,88,0.1,0.0,0.0,19,2009-02-22 19:00:00
2009,2,22,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.3,24.4,89,101099,0,0,413,0,0,0,0,0,0,0,85,3.1,9,9,9333.0,1042,9,999999999,109,0.151,0,88,0.1,0.0,0.0,20,2009-02-22 20:00:00
2009,2,22,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,25.8,24.4,92,101095,0,0,408,0,0,0,0,0,0,0,85,2.9,8,8,9333.0,933,9,999999999,109,0.151,0,88,0.1,0.0,0.0,21,2009-02-22 21:00:00
2009,2,22,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.3,24.4,95,101092,0,0,404,0,0,0,0,0,0,0,77,2.8,10,10,9333.0,908,9,999999999,110,0.151,0,88,0.1,0.0,0.0,22,2009-02-22 22:00:00
2009,2,22,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.5,24.0,86,101092,0,0,400,0,0,0,0,0,0,0,71,2.3,8,8,9333.0,1486,9,999999999,105,0.151,0,88,0.1,0.0,0.0,23,2009-02-22 23:00:00
2009,2,23,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.3,24.2,88,101092,0,0,404,0,0,0,0,0,0,0,64,1.2,9,9,9333.0,1470,9,999999999,107,0.15,0,88,0.1,0.0,0.0,0,2009-02-23 00:00:00
2009,2,23,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.2,89,101092,0,0,411,0,0,0,0,0,0,0,62,1.0,9,9,9333.0,2687,9,999999999,107,0.15,0,88,0.1,0.0,0.0,1,2009-02-23 01:00:00
2009,2,23,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,24.3,90,101092,0,0,412,0,0,0,0,0,0,0,9,0.6,9,9,9333.0,1127,9,999999999,108,0.15,0,88,0.1,0.0,0.0,2,2009-02-23 02:00:00
2009,2,23,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.3,23.8,91,101092,0,0,412,0,0,0,0,0,0,0,345,1.1,9,9,9333.0,1381,9,999999999,103,0.15,0,88,0.1,0.0,0.0,3,2009-02-23 03:00:00
2009,2,23,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.5,24.1,92,101092,0,0,412,0,0,0,0,0,0,0,350,1.5,9,9,9333.0,1661,9,999999999,107,0.15,0,88,0.1,0.0,0.0,4,2009-02-23 04:00:00
2009,2,23,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,24.3,94,101092,0,0,404,0,0,0,0,0,0,0,354,1.8,10,10,9333.0,2048,9,999999999,109,0.15,0,88,0.1,0.0,0.0,5,2009-02-23 05:00:00
2009,2,23,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.2,24.8,98,101092,299,1280,406,0,0,0,0,0,0,0,357,1.8,10,10,9333.0,3806,9,999999999,114,0.15,0,88,0.1,0.0,0.0,6,2009-02-23 06:00:00
2009,2,23,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,26.1,23.8,87,101092,611,1396,405,151,423,50,30322,58484,9215,2566,358,1.1,9,9,9333.0,9667,9,999999999,103,0.15,0,88,0.1,0.0,0.0,7,2009-02-23 07:00:00
2009,2,23,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,27.0,24.3,85,101092,888,1396,403,371,637,83,56202,76535,13081,2425,358,1.2,8,8,9333.0,77777,9,999999999,108,0.15,0,88,0.1,0.0,0.0,8,2009-02-23 08:00:00
2009,2,23,10,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,27.1,25.3,90,101106,1112,1396,404,598,791,96,78585,77454,16859,2253,10,1.2,8,8,9333.0,3600,9,999999999,120,0.15,0,88,0.1,0.0,0.0,9,2009-02-23 09:00:00
2009,2,23,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.5,25.1,82,101047,1268,1396,408,777,836,117,91409,66023,19813,2119,22,1.2,8,8,9333.0,10873,9,999999999,117,0.15,0,88,0.1,0.0,0.0,10,2009-02-23 10:00:00
2009,2,23,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,29.9,25.0,75,100989,1343,1396,413,888,836,135,95765,53976,22153,2528,31,1.1,7,7,9333.0,5107,9,999999999,115,0.15,0,88,0.1,0.0,0.0,11,2009-02-23 11:00:00
2009,2,23,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,31.3,24.9,69,100931,1334,1396,418,911,796,152,94932,54754,24293,3035,67,1.1,6,6,9333.0,2351,9,999999999,113,0.15,0,88,0.1,0.1,0.0,12,2009-02-23 12:00:00
2009,2,23,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,32.7,24.7,63,100873,1241,1396,426,841,718,160,83640,55507,25660,3645,97,1.6,5,5,9333.0,1143,9,999999999,111,0.15,0,88,0.1,0.0,0.0,13,2009-02-23 13:00:00
2009,2,23,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,34.1,24.5,58,100815,1071,1396,430,649,536,170,69990,46479,27960,5149,109,2.3,4,4,9333.0,1707,9,999999999,109,0.15,0,88,0.1,0.0,0.0,14,2009-02-23 14:00:00
2009,2,23,16,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,35.5,31.3,79,100757,834,1396,428,537,497,168,60854,51326,24031,6743,94,2.7,4,4,9333.0,77777,9,999999999,214,0.15,0,88,0.1,0.1,0.0,15,2009-02-23 15:00:00
2009,2,23,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,33.8,29.5,78,100798,548,1396,425,453,536,131,43887,52970,15343,8304,86,3.3,7,7,9333.0,1661,9,999999999,179,0.15,0,88,0.1,0.0,0.0,16,2009-02-23 16:00:00
2009,2,23,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,32.2,23.6,60,100839,231,1396,421,259,435,87,22908,34578,8996,7819,80,3.2,4,4,9333.0,1070,9,999999999,100,0.15,0,88,0.1,0.0,0.0,17,2009-02-23 17:00:00
2009,2,23,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,30.5,28.1,87,100881,0,990,420,100,0,39,7533,11088,3332,3358,76,2.9,9,9,9333.0,1030,9,999999999,157,0.15,0,88,0.1,0.0,0.0,18,2009-02-23 18:00:00
2009,2,23,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.9,22.7,69,100922,0,0,417,13,0,7,683,0,348,124,75,3.0,6,6,9333.0,1793,9,999999999,92,0.15,0,88,0.1,0.0,0.0,19,2009-02-23 19:00:00
2009,2,23,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.2,22.3,74,100964,0,0,413,0,0,0,0,0,0,0,79,2.7,6,6,9333.0,4308,9,999999999,89,0.15,0,88,0.1,0.0,0.0,20,2009-02-23 20:00:00
2009,2,23,22,0,?9?9?9?9E0?9?9?9?9?9?9?9?9?9?9?9*9?9*9*9?9*9,25.6,21.9,80,101005,0,0,415,0,0,0,0,0,0,0,138,1.2,10,10,9333.0,856,9,999999999,85,0.15,0,88,0.1,0.0,0.0,21,2009-02-23 21:00:00
2009,2,23,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.0,21.5,86,101047,0,0,417,0,0,0,0,0,0,0,189,3.2,8,8,9333.0,597,9,999999999,82,0.15,0,88,0.1,0.3,0.0,22,2009-02-23 22:00:00
2009,2,23,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.6,23.9,90,101047,0,0,422,0,0,0,0,0,0,0,203,1.3,9,9,9333.0,331,9,999999999,104,0.15,0,88,0.1,3.7,0.0,23,2009-02-23 23:00:00
2009,2,24,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.3,24.1,93,101047,0,0,419,0,0,0,0,0,0,0,231,1.3,10,10,9333.0,545,9,999999999,106,0.15,0,88,0.1,1.4,0.0,0,2009-02-24 00:00:00
2009,2,24,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.4,24.2,93,101047,0,0,429,0,0,0,0,0,0,0,256,1.9,10,10,9333.0,206,9,999999999,107,0.15,0,88,0.1,0.2,0.0,1,2009-02-24 01:00:00
2009,2,24,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9*9?9?9*9?9*9*9?9*9,25.2,23.8,92,101047,0,0,421,0,0,0,0,0,0,0,242,1.9,9,9,9333.0,120,9,999999999,103,0.15,0,88,0.1,0.1,0.0,2,2009-02-24 02:00:00
